City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Lhokseumawe,ID,2020-02-22 21:28:30,5.18,97.15,70.34,86,10,2.89
304,La Rioja,ES,2020-02-22 21:26:18,42.25,-2.5,45.0,75,3,2.24
305,Gisborne,NZ,2020-02-22 21:28:31,-38.65,178.0,64.0,69,47,11.99
306,Sur,OM,2020-02-22 21:28:31,22.57,59.53,68.61,82,96,1.74
307,San Patricio,MX,2020-02-22 21:26:37,19.22,-104.7,82.4,74,20,11.41
308,Port-Gentil,GA,2020-02-22 21:28:31,-0.72,8.78,82.4,88,20,5.82
309,Valparaiso,CL,2020-02-22 21:26:08,-33.04,-71.63,69.8,56,0,11.41
310,Safaga,EG,2020-02-22 21:28:32,26.73,33.94,60.8,69,0,8.05
311,Teluknaga,ID,2020-02-22 21:28:32,-6.1,106.64,80.6,83,75,9.17
312,Katakwi,UG,2020-02-22 21:28:32,1.89,33.97,78.48,49,61,6.24
313,Mulchen,CL,2020-02-22 21:28:33,-37.72,-72.23,84.2,37,0,9.17
314,Esil,KZ,2020-02-22 21:28:33,51.96,66.4,22.46,96,100,4.76
315,Baruun-Urt,MN,2020-02-22 21:28:33,46.68,113.28,16.7,76,100,14.41
316,Strezhevoy,RU,2020-02-22 21:26:42,60.73,77.59,-0.4,84,0,2.24
317,Nanortalik,GL,2020-02-22 21:28:34,60.14,-45.24,27.57,89,100,17.9
318,Lingao,CN,2020-02-22 21:28:34,19.91,109.69,66.88,80,11,9.64
319,San Martin,AR,2020-02-22 21:28:34,-33.08,-68.47,78.8,31,0,6.93
320,Porto Novo,BJ,2020-02-22 21:28:34,6.5,2.6,86.0,84,20,12.75
321,Dahuk,IQ,2020-02-22 21:28:34,36.87,42.99,44.98,88,83,7.49
322,Ulaangom,MN,2020-02-22 21:28:35,49.98,92.07,-4.92,91,59,2.8
323,Kaspiysk,RU,2020-02-22 21:28:35,42.88,47.64,41.0,93,90,2.24
324,Petropavlovsk-Kamchatskiy,RU,2020-02-22 21:28:09,53.05,158.65,-2.2,64,0,8.95
325,Colombia,CU,2020-02-22 21:28:35,20.99,-77.43,71.6,94,75,12.75
326,Manjacaze,MZ,2020-02-22 21:28:36,-24.71,33.88,75.6,90,53,3.29
327,Monrovia,LR,2020-02-22 21:28:36,6.3,-10.8,80.6,83,20,9.04
328,Vryburg,ZA,2020-02-22 21:28:36,-26.96,24.73,67.98,78,63,4.54
329,Maputo,MZ,2020-02-22 21:24:43,-25.97,32.59,82.4,78,75,6.93
330,Gwadar,PK,2020-02-22 21:28:36,25.12,62.33,72.66,76,0,1.54
331,Biltine,TD,2020-02-22 21:28:37,14.53,20.92,73.47,10,0,14.5
332,Palana,RU,2020-02-22 21:24:12,59.12,159.97,2.39,95,100,7.58
333,Thinadhoo,MV,2020-02-22 21:27:08,0.53,72.93,82.49,80,100,14.65
334,Narsaq,GL,2020-02-22 21:28:37,60.92,-46.05,21.2,37,100,18.34
335,Dalbandin,PK,2020-02-22 21:28:38,28.89,64.41,63.18,31,0,4.63
336,Cockburn Town,TC,2020-02-22 21:27:33,21.46,-71.14,78.8,74,75,9.17
337,Kuruman,ZA,2020-02-22 21:28:38,-27.45,23.43,66.0,95,44,0.36
338,Lokosovo,RU,2020-02-22 21:28:38,61.13,74.82,3.81,88,7,6.42
339,Puerto Caimito,PA,2020-02-22 21:28:39,8.87,-79.72,89.6,58,20,17.22
340,Sayyan,YE,2020-02-22 21:28:39,15.17,44.32,54.21,35,0,1.99
341,Puerto Escondido,MX,2020-02-22 21:28:39,15.85,-97.07,86.0,79,20,6.93
342,Majene,ID,2020-02-22 21:28:39,-3.54,118.97,75.69,88,88,3.49
343,Pisco,PE,2020-02-22 21:28:39,-13.7,-76.22,77.0,30,20,11.41
344,Sitka,US,2020-02-22 21:28:40,57.05,-135.33,37.4,80,75,10.29
345,Salalah,OM,2020-02-22 21:28:40,17.02,54.09,75.2,73,75,2.24
346,Santa Fe,AR,2020-02-22 21:24:35,-31.63,-60.7,86.0,28,0,4.0
347,Abaete,BR,2020-02-22 21:28:40,-19.16,-45.45,77.99,83,88,3.65
348,Oskemen,KZ,2020-02-22 21:28:41,49.96,82.61,32.0,98,90,4.47
349,Yantal,RU,2020-02-22 21:28:41,56.85,105.25,10.18,97,97,3.36
350,Jackson,US,2020-02-22 21:28:41,42.42,-122.83,59.0,43,1,0.78
351,Tbilisskaya,RU,2020-02-22 21:28:41,45.36,40.19,41.58,94,100,5.61
352,Miyako,JP,2020-02-22 21:28:41,39.64,141.95,37.92,66,21,14.23
353,Port Hardy,CA,2020-02-22 21:28:42,50.7,-127.42,42.8,87,40,11.41
354,Kidal,ML,2020-02-22 21:28:42,18.44,1.41,79.88,9,71,16.33
355,Bandar-E Anzali,IR,2020-02-22 21:28:42,37.47,49.46,50.67,94,34,4.05
356,Dourdan,FR,2020-02-22 21:28:42,48.53,2.01,54.0,76,90,12.75
357,Fort Nelson,CA,2020-02-22 21:28:43,58.81,-122.7,37.4,25,40,18.34
358,Kamenka,RU,2020-02-22 21:24:49,51.32,42.77,30.0,93,100,1.99
359,Evensk,RU,2020-02-22 21:28:43,61.95,159.23,-13.77,77,95,4.23
360,Uige,AO,2020-02-22 21:28:43,-7.61,15.06,70.41,93,100,0.45
361,Ola,RU,2020-02-22 21:28:44,59.58,151.28,-5.12,95,100,2.95
362,Porto Feliz,BR,2020-02-22 21:28:44,-23.21,-47.52,70.0,73,75,19.46
363,Pangai,TO,2020-02-22 21:28:44,-19.8,-174.35,82.4,88,90,9.17
364,Ketchikan,US,2020-02-22 21:28:44,55.34,-131.65,42.8,80,75,4.7
365,Moussoro,TD,2020-02-22 21:28:44,13.64,16.49,76.1,12,0,17.31
366,Kihei,US,2020-02-22 21:28:39,20.79,-156.47,80.6,51,40,6.93
367,Nara,JP,2020-02-22 21:27:18,34.69,135.8,48.2,80,20,4.7
368,Nhlangano,SZ,2020-02-22 21:28:45,-27.12,31.2,65.98,97,95,4.72
369,Hamilton,US,2020-02-22 21:26:55,39.18,-84.53,51.01,21,1,8.05
370,Lamu,KE,2020-02-22 21:28:45,-2.27,40.9,81.79,81,71,17.81
371,Bundaberg,AU,2020-02-22 21:24:36,-24.85,152.35,77.0,78,75,11.41
372,Naze,JP,2020-02-22 21:28:46,28.37,129.48,60.8,59,75,13.87
373,Berlevag,NO,2020-02-22 21:28:46,70.86,29.09,36.25,77,0,31.68
374,Portel,BR,2020-02-22 21:28:46,-1.94,-50.82,78.76,96,68,2.73
375,Margate,GB,2020-02-22 21:28:46,51.38,1.39,52.0,66,40,16.11
376,Poum,NC,2020-02-22 21:28:47,-20.23,164.02,80.56,81,0,18.79
377,Aksu,CN,2020-02-22 21:27:27,41.12,80.26,33.46,49,0,4.85
378,Eyl,SO,2020-02-22 21:24:08,7.98,49.82,76.93,79,0,21.81
379,Zaterechnyy,RU,2020-02-22 21:28:47,44.79,45.21,34.9,75,28,6.62
380,Benjamin Constant,BR,2020-02-22 21:28:48,-4.38,-70.03,77.0,94,75,2.24
381,Shubarshi,KZ,2020-02-22 21:28:48,48.59,57.19,18.72,91,52,6.91
382,Chebenki,RU,2020-02-22 21:28:48,51.93,55.71,10.4,85,90,2.24
383,Portland,US,2020-02-22 21:24:08,45.52,-122.68,55.99,43,75,2.26
384,Maceio,BR,2020-02-22 21:24:01,-9.67,-35.74,82.4,78,20,11.41
385,Paciran,ID,2020-02-22 21:28:49,-6.88,112.38,75.79,92,99,4.05
386,Bayan,CN,2020-02-22 21:28:49,46.08,127.4,0.68,97,92,3.42
387,Elk City,US,2020-02-22 21:28:49,35.41,-99.4,62.6,44,1,17.22
388,Labuan,MY,2020-02-22 21:28:49,5.28,115.24,78.8,88,75,8.05
389,Clonakilty,IE,2020-02-22 21:28:50,51.62,-8.87,46.99,100,75,14.99
390,Jacqueville,CI,2020-02-22 21:28:50,5.21,-4.41,82.4,83,84,8.05
391,Lodja,CD,2020-02-22 21:28:50,-3.48,23.43,73.78,87,100,1.19
392,Ulladulla,AU,2020-02-22 21:28:50,-35.35,150.47,68.0,82,18,2.24
393,Abay,KZ,2020-02-22 21:28:50,49.63,72.85,19.4,85,90,4.47
394,Klyuchi,RU,2020-02-22 21:28:51,52.27,79.17,13.89,96,86,7.81
395,Muros,ES,2020-02-22 21:27:32,42.78,-9.06,59.0,100,75,2.24
396,Cururupu,BR,2020-02-22 21:28:51,-1.83,-44.87,77.77,96,94,2.57
397,Mogadishu,SO,2020-02-22 21:28:51,2.04,45.34,81.72,85,0,23.51
398,Vanimo,PG,2020-02-22 21:28:51,-2.67,141.3,81.27,80,36,9.95
399,Ixtapa,MX,2020-02-22 21:27:51,20.7,-105.2,84.2,62,5,9.17
400,Charcas,MX,2020-02-22 21:28:52,23.13,-101.12,71.56,32,19,5.23
401,Ostrovnoy,RU,2020-02-22 21:28:52,68.05,39.51,33.8,95,100,35.61
402,Caravelas,BR,2020-02-22 21:26:51,-17.71,-39.25,81.5,84,94,15.95
403,Oneonta,US,2020-02-22 21:27:21,42.45,-75.06,39.99,46,98,4.0
404,Presidencia Roque Saenz Pena,AR,2020-02-22 21:28:01,-26.79,-60.44,77.61,35,0,5.5
405,Ugep,NG,2020-02-22 21:28:53,5.81,8.08,85.37,41,28,10.67
406,Mineros,BO,2020-02-22 21:28:53,-17.12,-63.23,80.6,44,40,17.22
407,La Pintada,CO,2020-02-22 21:28:53,5.75,-75.61,77.0,93,75,6.93
408,Itaituba,BR,2020-02-22 21:26:23,-4.28,-55.98,82.4,83,20,2.77
409,Marihatag,PH,2020-02-22 21:28:54,8.79,126.3,80.28,73,45,12.86
410,San Mateo Del Mar,MX,2020-02-22 21:28:54,16.2,-95.0,79.18,67,0,42.43
411,Clarence Town,AU,2020-02-22 21:28:54,-32.58,151.78,73.99,82,100,1.81
412,Faya,SA,2020-02-22 21:24:20,18.39,42.45,62.6,33,41,11.41
413,Santa Cruz Del Sur,CU,2020-02-22 21:28:55,20.71,-78.0,79.75,72,0,10.51
414,Coquimbo,CL,2020-02-22 21:28:55,-29.95,-71.34,64.4,72,20,11.41
415,Hvide Sande,DK,2020-02-22 21:28:55,56.0,8.13,43.0,68,33,26.4
416,Opuwo,NA,2020-02-22 21:28:55,-18.06,13.84,75.4,29,66,6.96
417,Fukue,JP,2020-02-22 21:24:07,32.69,128.84,44.6,64,0,16.11
418,Komsomolskiy,UZ,2020-02-22 21:28:56,40.43,71.72,44.6,86,87,6.93
419,Hukuntsi,BW,2020-02-22 21:28:56,-24.0,21.75,74.82,72,100,5.1
420,Port Blair,IN,2020-02-22 21:28:56,11.67,92.75,80.6,78,40,4.7
421,Sfantu Gheorghe,RO,2020-02-22 21:28:56,45.87,25.78,32.0,89,15,4.94
422,Toppenish,US,2020-02-22 21:28:56,46.38,-120.31,55.99,37,1,4.7
423,Cidreira,BR,2020-02-22 21:26:31,-30.18,-50.21,70.93,67,15,17.34
424,Naugachhia,IN,2020-02-22 21:28:57,25.4,87.1,66.25,63,25,4.88
425,Palayan,PH,2020-02-22 21:28:57,15.54,121.08,71.6,78,20,3.36
426,Raga,SS,2020-02-22 21:28:57,8.46,25.68,72.39,14,0,5.1
427,Knysna,ZA,2020-02-22 21:28:57,-34.04,23.05,62.6,88,100,8.05
428,Port Moresby,PG,2020-02-22 21:25:10,-9.44,147.18,77.0,94,40,8.05
429,Ornskoldsvik,SE,2020-02-22 21:28:58,63.29,18.72,35.6,80,100,14.99
430,Carutapera,BR,2020-02-22 21:28:58,-1.2,-46.02,81.95,75,20,4.16
431,Darhan,MN,2020-02-22 21:28:58,49.49,105.92,12.4,82,100,3.04
432,Taldan,RU,2020-02-22 21:28:58,53.67,124.8,-1.46,97,98,1.39
433,Ereymentau,KZ,2020-02-22 21:28:59,51.62,73.1,13.42,97,97,3.02
434,Akyab,MM,2020-02-22 21:28:59,20.15,92.9,72.45,49,0,7.96
435,Palmer,US,2020-02-22 21:28:59,42.16,-72.33,48.2,26,20,10.29
436,Mantua,IT,2020-02-22 21:28:59,45.17,10.78,46.99,65,67,4.7
437,College,US,2020-02-22 21:29:00,64.86,-147.8,10.99,84,90,10.29
438,Yar-Sale,RU,2020-02-22 21:25:59,66.83,70.83,20.55,90,93,18.79
439,Ilhabela,BR,2020-02-22 21:28:12,-23.78,-45.36,74.1,75,100,13.4
440,Leningradskiy,RU,2020-02-22 21:29:00,69.38,178.42,-12.59,95,100,9.93
441,Labytnangi,RU,2020-02-22 21:29:01,66.66,66.42,19.24,89,61,15.14
442,Luancheng,CN,2020-02-22 21:29:01,37.88,114.65,26.6,68,0,2.24
443,Kugulta,RU,2020-02-22 21:29:01,45.36,42.39,32.0,87,90,6.71
444,Plettenberg Bay,ZA,2020-02-22 21:29:01,-34.05,23.37,65.5,87,100,13.29
445,Smithers,CA,2020-02-22 21:29:01,54.78,-127.17,37.4,47,40,9.17
446,Clyde River,CA,2020-02-22 21:26:08,70.47,-68.59,-27.4,74,1,4.7
447,Tambacounda,SN,2020-02-22 21:29:02,13.75,-13.76,93.2,17,64,4.7
448,Linxia,CN,2020-02-22 21:24:15,35.6,103.21,33.96,21,23,4.81
449,San Cristobal,VE,2020-02-22 21:29:02,7.77,-72.22,84.2,58,40,12.75
450,Husavik,IS,2020-02-22 21:29:02,66.04,-17.34,21.94,87,100,10.38
451,Kalmunai,LK,2020-02-22 21:29:03,7.42,81.82,80.53,82,92,17.11
452,Sudak,UA,2020-02-22 21:29:03,44.85,34.97,34.09,94,56,5.5
453,Saint-Augustin,CA,2020-02-22 21:29:03,51.23,-58.65,21.63,87,100,21.74
454,Mnogovershinnyy,RU,2020-02-22 21:29:03,53.94,139.92,-2.6,85,0,1.68
455,Houma,US,2020-02-22 21:29:04,29.6,-90.72,63.0,62,40,6.93
456,Bay Roberts,CA,2020-02-22 21:29:04,47.6,-53.26,24.01,67,20,20.8
457,Mandalgovi,MN,2020-02-22 21:26:57,45.76,106.27,19.24,58,100,9.66
458,West Bay,KY,2020-02-22 21:29:05,19.37,-81.42,78.8,69,75,12.75
459,Ponta Do Sol,PT,2020-02-22 21:29:05,32.67,-17.1,70.0,77,20,21.92
460,Coromandel,BR,2020-02-22 21:29:05,-18.47,-47.2,73.26,91,85,5.35
461,Rio Cauto,CU,2020-02-22 21:29:05,20.56,-76.92,82.4,61,40,16.11
462,Bilokurakyne,UA,2020-02-22 21:29:05,49.53,38.73,32.18,99,100,2.42
463,Savonlinna,FI,2020-02-22 21:29:06,61.87,28.92,33.8,92,90,18.34
464,Kautokeino,NO,2020-02-22 21:29:06,69.01,23.04,21.81,94,67,18.68
465,Burgos,ES,2020-02-22 21:29:06,42.34,-3.71,48.99,51,0,1.12
466,Antalaha,MG,2020-02-22 21:29:06,-14.9,50.28,81.16,80,94,7.76
467,Santa Maria,BR,2020-02-22 21:28:03,-29.68,-53.81,73.4,40,0,6.93
468,San Benito,GT,2020-02-22 21:29:07,16.91,-89.91,71.53,82,100,2.86
469,Green Valley,US,2020-02-22 21:29:07,31.85,-110.99,66.2,63,90,3.36
470,El Jicaro,GT,2020-02-22 21:29:07,14.92,-89.9,77.22,49,35,7.23
471,Sobolevo,RU,2020-02-22 21:29:07,54.43,31.9,33.35,95,100,26.19
472,Balfour,ZA,2020-02-22 21:29:07,-26.66,28.59,63.0,90,100,6.76
473,Sri Aman,MY,2020-02-22 21:29:08,1.24,111.46,77.0,94,55,2.93
474,Tahta,EG,2020-02-22 21:29:08,26.77,31.5,55.4,43,12,8.05
475,Pingdingshan,CN,2020-02-22 21:29:08,33.74,113.3,43.32,72,31,3.27
476,La Asuncion,VE,2020-02-22 21:29:08,11.03,-63.86,73.4,73,100,16.11
477,Aquiraz,BR,2020-02-22 21:29:08,-3.9,-38.39,80.6,83,75,4.7
478,General Roca,AR,2020-02-22 21:29:09,-39.03,-67.58,82.4,21,0,10.29
479,Trelew,AR,2020-02-22 21:29:09,-43.25,-65.31,88.56,5,0,16.73
480,Wilson,US,2020-02-22 21:29:09,36.15,-86.28,55.0,25,1,3.36
481,Grindavik,IS,2020-02-22 21:24:41,63.84,-22.43,28.4,79,100,5.82
482,Abu Dhabi,AE,2020-02-22 21:27:35,24.47,54.37,71.6,88,0,4.7
483,Buchanan,LR,2020-02-22 21:29:10,5.88,-10.05,80.6,83,20,4.38
484,Orodara,BF,2020-02-22 21:29:10,10.95,-4.93,84.2,39,0,5.82
485,Bay-Khaak,RU,2020-02-22 21:29:10,51.17,94.5,9.43,76,100,2.98
486,Mount Pleasant,US,2020-02-22 21:27:28,32.79,-79.86,57.99,32,1,2.51
487,Chanute,US,2020-02-22 21:29:11,37.68,-95.46,59.0,54,1,17.22
488,Tadine,NC,2020-02-22 21:24:14,-21.55,167.88,79.32,74,13,11.48
489,Anloga,GH,2020-02-22 21:26:03,5.79,0.9,84.2,89,20,11.41
490,Verkhnevilyuysk,RU,2020-02-22 21:29:12,63.45,120.32,-9.31,95,100,1.48
491,Cairns,AU,2020-02-22 21:28:03,-16.92,145.77,78.8,88,75,6.93
492,Det Udom,TH,2020-02-22 21:29:12,14.91,105.08,69.8,73,0,9.17
493,Tura,IN,2020-02-22 21:27:15,25.52,90.22,67.06,47,29,4.07
494,Puerto Ayacucho,VE,2020-02-22 21:29:13,5.66,-67.62,98.6,35,75,5.82
495,Port Macquarie,AU,2020-02-22 21:24:19,-31.43,152.92,68.0,100,75,3.36
496,Atar,MR,2020-02-22 21:29:13,20.52,-13.05,77.2,11,97,4.32
497,Port Hedland,AU,2020-02-22 21:29:13,-20.32,118.57,78.8,83,46,8.05
498,Yaan,NG,2020-02-22 21:29:13,7.38,8.57,86.4,14,0,2.59
499,Vicuna,CL,2020-02-22 21:29:14,-30.03,-70.71,82.99,72,20,11.41
500,Herouville-Saint-Clair,FR,2020-02-22 21:29:14,49.21,-0.31,50.0,100,90,12.75
501,Diffa,NE,2020-02-22 21:29:14,13.32,12.61,75.25,13,1,13.47
502,Honiara,SB,2020-02-22 21:26:22,-9.43,159.95,80.6,83,20,4.7
503,Tromso,NO,2020-02-22 21:29:14,69.65,18.96,35.6,93,90,26.4
504,Cheremukhovo,RU,2020-02-22 21:29:15,60.35,59.99,19.56,91,96,3.69
505,Pacific Grove,US,2020-02-22 21:29:15,36.62,-121.92,64.0,76,90,11.41
506,Ishinomaki,JP,2020-02-22 21:29:15,38.42,141.3,39.2,70,75,5.82
507,Ust-Nera,RU,2020-02-22 21:29:15,64.57,143.2,-26.79,100,100,1.19
508,Pochutla,MX,2020-02-22 21:29:16,15.74,-96.47,93.2,38,20,11.41
509,Harper,LR,2020-02-22 21:29:16,4.38,-7.72,78.24,93,98,4.65
510,Shamary,RU,2020-02-22 21:29:16,57.34,58.22,23.92,97,90,4.61
511,Kavarna,BG,2020-02-22 21:29:16,43.43,28.33,35.6,72,0,1.12
512,Sarankhola,BD,2020-02-22 21:29:16,22.31,89.79,66.22,52,0,5.73
513,Geraldton,AU,2020-02-22 21:29:17,-28.77,114.6,69.8,88,0,8.05
514,Terrace,CA,2020-02-22 21:29:17,54.52,-128.6,37.4,82,75,11.41
515,De Aar,ZA,2020-02-22 21:29:17,-30.65,24.01,66.56,52,0,26.91
516,Sechura,PE,2020-02-22 21:29:17,-5.56,-80.82,74.28,88,33,14.97
517,Guerrero Negro,MX,2020-02-22 21:29:18,27.98,-114.06,63.82,63,100,14.65
518,Povenets,RU,2020-02-22 21:29:18,62.85,34.83,32.07,96,100,20.83
519,Tilichiki,RU,2020-02-22 21:25:03,60.47,166.1,-14.67,92,0,3.0
520,Nouadhibou,MR,2020-02-22 21:29:18,20.93,-17.03,62.6,82,13,17.22
521,Chalus,IR,2020-02-22 21:24:42,36.66,51.42,51.8,87,90,2.24
522,Aras,ES,2020-02-22 21:29:19,42.56,-2.36,48.99,75,9,2.24
523,Galesong,ID,2020-02-22 21:29:19,-5.32,119.37,77.0,88,20,2.24
524,Belmonte,BR,2020-02-22 21:29:19,-15.86,-38.88,86.0,66,40,14.99
525,Swan Hill,AU,2020-02-22 21:29:19,-35.34,143.55,64.98,52,0,6.04
526,Neryungri,RU,2020-02-22 21:29:20,56.67,124.65,-3.3,78,50,1.86
527,Harboore,DK,2020-02-22 21:29:20,56.62,8.18,42.01,84,91,7.0
528,Zhezkazgan,KZ,2020-02-22 21:24:47,47.8,67.71,20.61,91,100,6.98
529,Lakatoro,VU,2020-02-22 21:29:20,-16.1,167.42,82.4,78,40,1.12
530,Katsuura,JP,2020-02-22 21:27:12,35.13,140.3,50.0,45,20,5.82
531,Minna,NG,2020-02-22 21:29:21,9.61,6.56,89.6,17,0,19.46
532,Simao,CN,2020-02-22 21:29:21,22.79,100.97,50.9,96,39,2.71
533,Udachnyy,RU,2020-02-22 21:29:21,66.42,112.4,-9.4,83,97,4.47
534,Kaukauna,US,2020-02-22 21:29:21,44.28,-88.27,42.8,59,1,11.41
535,Moron,AR,2020-02-22 21:29:21,-34.65,-58.62,78.01,43,0,5.82
536,Neyvo-Shaytanskiy,RU,2020-02-22 21:29:22,57.73,61.25,24.19,89,94,5.39
537,Rapid Valley,US,2020-02-22 21:24:52,44.06,-103.15,57.0,22,1,3.36
538,Nigran,ES,2020-02-22 21:29:22,42.14,-8.81,59.0,81,0,2.24
539,Lircay,PE,2020-02-22 21:24:45,-12.99,-74.72,66.2,52,75,5.82
540,Iqaluit,CA,2020-02-22 21:26:21,63.75,-68.51,-27.0,60,20,13.87
541,Mehamn,NO,2020-02-22 21:29:23,71.04,27.85,29.44,80,55,19.22
542,Ballina,AU,2020-02-22 21:29:23,-28.87,153.57,77.0,65,98,8.05
543,Shirgaon,IN,2020-02-22 21:29:23,19.7,72.7,79.02,58,0,7.85
544,Sant,RO,2020-02-22 21:29:23,47.45,24.9,23.09,96,100,5.28
545,Puerto Baquerizo Moreno,EC,2020-02-22 21:29:23,-0.9,-89.6,80.6,88,75,5.82
546,Sangar,RU,2020-02-22 21:29:24,63.92,127.47,-15.3,92,43,1.61
547,Jalu,LY,2020-02-22 21:29:24,29.03,21.55,55.53,59,0,13.44
548,Itaueira,BR,2020-02-22 21:29:25,-7.6,-43.03,80.82,79,36,1.66
549,Kadhan,PK,2020-02-22 21:29:25,24.48,68.99,69.87,35,25,10.38
550,Luderitz,NA,2020-02-22 21:29:25,-26.65,15.16,66.2,77,0,19.46
551,Hurricane,US,2020-02-22 21:29:25,37.18,-113.29,51.8,81,90,13.87
552,Key West,US,2020-02-22 21:29:26,24.56,-81.78,77.0,53,20,12.75
553,Dicabisagan,PH,2020-02-22 21:24:53,17.08,122.42,71.33,90,87,9.73
554,Axim,GH,2020-02-22 21:29:26,4.87,-2.24,79.57,89,78,5.95
555,Kungurtug,RU,2020-02-22 21:26:31,50.6,97.52,13.21,95,100,1.92
556,Fernie,CA,2020-02-22 21:29:26,49.5,-115.07,42.8,44,75,12.75
557,Tessalit,ML,2020-02-22 21:29:27,20.2,1.01,75.79,9,99,10.51
